"","X","User_id","Gender","Text","Label"
"13846",13916,815733370,"female","You decide what you are willing to do and give for what you will achieve",2
"13847",13917,815733371,"male","Swansea City pub talk  Gylfi Sigurdsson  s back  tunnel bust up and why Swans must drive forward after comical week https t coLb92chgAq6",3
"13848",13918,815733372,"female","Are you still at the Flamingo Hotel May 2016   It s my 40th Wedding Anniversary and saving to come to Vegas to see you",2
"13849",13919,815733373,"female","Man Fails Paternity Test Because Unborn Twin Is The Biological Father Of His Son https t coU7vHDH1E5P",2
"13850",13920,815733374,"brand","i m so overwhelmed the story and the ending broke me",1
"13851",13921,815733375,"brand","and he gets  NobelPeacePrize and  LibertyMedal  embarassing for those institutions",1
"13852",13922,815733376,"brand","runs in I cant stay long but I wanted to pop in and say hi  Simons10thBday",1
"13853",13923,815733377,"female","Things I learned in bio today  frat boys are dying because they re butt chugging alcohol through their ass and killing their large intestine",2
"13854",13924,815733378,"female","Sungjae  Tae  and Jimin will spread the weirdness through KPOP  IMAGINE THEM TOGETHER ON HALLOWEEN",2
"13855",13925,815733379,"male","you may say that s not the idea of marriage but that s all melody and i do now",3
"13856",13926,815733380,"female","Tester on CISA   There is an inherent conflict between the right to privacy and national security",2
"13857",13927,815733381,"female","we dont write their contracts we just support them with everything they do and hope theyre happy",2
"13858",13928,815733382,"male","I ve never had either and both sound delectable",3
"13859",13929,815733383,"male","My little mate and daughter is 2 tomorrow    That shit cray",3
"13860",13930,815733384,"male","Comparison of both 2005 and 2025 earthquakes  Notice the difference in depth of both  https t cocw96QI0tkb",3
"13861",13931,815733385,"female","Off to pick up some Zaxbys for my man and myself   If you haven t had Zaxbys I am so sorry for your poor deprived ass little soul",2
"13862",13932,815733386,"male","Haha it s strange watching a fight happening and me not being involved",3
"13863",13933,815733387,"female","I just had a physical and literally lied so much to my doctor",2
"13864",13934,815733388,"brand","Friends and family urged to help elderly energy customers find cheaper deals https t coSwkFZSsLL0",1
"13865",13935,815733389,"male","Same with me and cologne  I be spraying that in my face all the time              https t coElv52WrgB0",3
"13866",13936,815733390,"female","Im hoping all the intestines and stuff were from that other guy and he was ontop of him  TheWalkingDead",2
"13867",13937,815733391,"female","girl waiting my turn  I thought it was like a in and out thing          i know i just saw her",2
"13868",13938,815733392,"brand","KYLIE JENNER and KIM KARDASHIAN at Cosmo Magazine Party https t coHhzxDfWBPD https t coCekdrXxGos",1
"13870",13940,815733394,"brand","Accountable Healthcare Staffing  Healthcare   PHYSICAL THERAPIST  PT  needed for Local and Travel      Elgin  IL  https t coIMbCwRW5ud",1
"13871",13941,815733395,"female","The Core Concepts of Health  Exploring understanding of health and how it applies to nursing theory and practice",2
"13872",13942,815733396,"brand","HakuShuu is 163cm with long silver hair  They re a MF for Raimon GO  and likes to collect manga  https t coCw6gO1kPsG",1
"13873",13943,815733397,"brand","It s Halloween week  Go check out our pumpkin templates and share yours on Instagram  https t cofTmYpWKD0D https t coqEpMWcFhgB",1
"13874",13944,815733398,"female","racism is oppression AND WE LIVE IN A FUCKING WHITE PRIVILIGED WORLD HOW CAN U BE OPPRESSED WHEN U ARE PRIVILIGED ARE U DUMB",2
"13876",13946,815733400,"male","Skulking about with a gin and tonic",3
"13877",13947,815733401,"female","Thank you for sharing your  obsession with me  Domain and range never looked cuter  https t coEPo6eFZkyZ",2
"13878",13948,815733402,"female","And  some  people wonder why I support House of Lords not being packed of party ticket elected members   scrutiny and challenge order of day",2
"13879",13949,815733403,"male","And Asa is really fit too bruh",3
"13880",13950,815733404,"male","I ve convinced 7 people to get rid of their androids and get IPhones instead",3
"13881",13951,815733405,"female","Tyler just dangled me over his stair railing on the second floor and i almost died https t coZZCwCzLAQc",2
"13882",13952,815733406,"female","And the color I wanted wasn t even working",2
"13883",13953,815733407,"female","Remember when Kat and Casper fell in love and like he got to go to the halloween dance with her   like he was a ghost but it was still cute",2
"13884",13954,815733408,"brand","1 Cor 12 1 On Spiritual Gifts  And I do not wish you  brothers  to be ignorant about spiritual gifts   https t colqbP5K7hmn",1
"13885",13955,815733409,"brand","Artists  Add yourself to our new artists directory   it s FREE and takes less a minute  https t corxlA2bFg2P https t coixdtCO3NaP",1
"13887",13957,815733411,"male","Yeah  this  And I m three years older",3
"13888",13958,815733412,"female","duh      and that s awesome  did you have a lot to wash",2
"13889",13959,815733413,"female","its a PhD in health services research and policy",2
"13890",13960,815733414,"female","Great picture   congratulations and happy anniversary      hope you have many more happy years together",2
"13891",13961,815733415,"male","Seriously fabulous and so satisfying   you look gorgeous   https t coxNCLhG0dwn",3
"13892",13962,815733416,"female","Funny how certain foods  certain smells and tastes can bring back any old memory you had forgotten",2
"13893",13963,815733417,"male","The Art of the Start 2 0   Pitch at SAP 1027  RSVP https t colcsvXDCnFe https t coeyAezxPwJZ",3
"13894",13964,815733418,"female","Painting With  Fire  Stones And Gold https t cof7sdsE5vau",2
"13895",13965,815733419,"brand","Was gonna take Nadal at 112 at 4 3 2nd but Rosol held with ease and so turned off phone  Had written it off  Anyone know odds at 5 4 30 0",1
"13896",13966,815733420,"female","Excuse me are you comfortable little miss Pinky     snoring at that and laying with her little baby  https t coPbOUtN4D3G",2
"13897",13967,815733421,"male","I have nothing but the utmost love and respect for Asa",3
"13898",13968,815733422,"male","I only follow back if your xo and sexy  I can admit to my shallowness dammit",3
"13899",13969,815733423,"female","Tax credit defeat    And the lords are only as  unelected  as that shower of shit in Brussels calling the shots  https t coFwd70ITeXH",2
"13900",13970,815733424,"brand","Hi  Thanks for following us  Please check us out   https t coUb8bD0kH0o  on Facebook and MassRoots too     Come visit",1
"13901",13971,815733425,"male","And lowered myself to the floor",3
"13902",13972,815733426,"female","literally I m always home alone and there s six people living in my house",2
"13903",13973,815733427,"brand","NYT Cooking  Pur ed Winter Squash and Red Lentil Soup https t co5VzAbP0IUi",1
"13905",13975,815733429,"female","Girl Who Was Raped And Pregnant At 12 By Her Brother Looks Back At What She s Overcome https t co6QxA5Dm8R6",2
"13906",13976,815733430,"male","I haven t been alone in weeks and I don t feel well",3
"13907",13977,815733431,"female","And I haven t done much to be tired",2
"13908",13978,815733432,"brand","Can you recommend anyone for this  Retail  job  https t coS2UdymK1W6  ElPaso  TX  Hiring",1
"13909",13979,815733433,"brand","Beard doesnt even have a WR over the 500 yard mark yet this year lol and ya ll just lost 58 0  fired your coach    BYEBeard",1
"13910",13980,815733434,"female","The best way to unwind and relax before 19 hours of flying      https t coZOhaGFC4Mh",2
"13911",13981,815733435,"male","that s sickening  Though refreshing of him to not try and hide bigotry behind any sort of ambiguity",3
"13912",13982,815733436,"female","when you have a portfolio review at 4 30 and you get stuck with the slowest bus driver ever",2
"13913",13983,815733437,"female","This little twig always passes me on the track and tries to show off like sir that is really not that impressive plz stop",2
"13914",13984,815733438,"female","Monday is not over yet so I can still  MCM my one and only  But he is my    https t co9hOmi4H2Oh",2
"13916",13986,815733440,"brand","Sudanese refugees  Mawut Deng and Atem Atem  join Adelaide 36ers NBL training squad https t coeufDMAvZYP",1
"13917",13987,815733441,"female","I m really sick and it s horrible",2
"13918",13988,815733442,"male","and that hahaha",3
"13919",13989,815733443,"brand","Seniors   and   will take the home field for the last time tonight    Come support these guys on senior night",1
"13920",13990,815733444,"brand","If it hasn t been processed by the system yet we can amend it  Message me the reference and I can see  Matt",1
"13921",13991,815733445,"male","we haven t talked in forever and I m too much of a bitch to message you first lol",3
"13922",13992,815733446,"male","then when the time comes  go vote for a Little Britain   one that will be marginalised and ignored in a globalised world",3
"13923",13993,815733447,"female","I just want to sit down and drink coffee in a little pastry shop while I listen to music and observe everyone  Ya know",2
"13924",13994,815733448,"brand","Shay is in the studio today singing about male breastfeeding  swings and Sofia the First  among other    https t coFyiTQGBUhQ",1
"13925",13995,815733449,"female","I ve been eating whatever lately       starting today it s back to fresh produce and no take out foods",2
"13926",13996,815733450,"female","GO TO MY TUMBLR TAG AND YOULL BE GOOD",2
"13927",13997,815733451,"male","Come get high with us   Celebrate by  and  https t co1hfxZCBZj3",3
"13928",13998,815733452,"brand","Girl Who Was Raped And Pregnant At 12 By Her Brother Looks Back At What She s Overcome https t colK0niI567g",1
"13929",13999,815733453,"female","We Brought Together the Major Players in the Ad Blocker War  and Here s What They Told Each Other https t cobBl8PgwH1z",2
"13930",14000,815733454,"male","And as the video says  it also comes down to exercise and being a healthy weight    Liked the  rainbow diet  phrase  https t coXa5nHTFXJG",3
"13931",14001,815733457,"female","i forgot how fun it is to piece and put together mashups",2
"13932",14002,815733458,"male","SO YOU CAN TAKE YOUR DAMN OPINION AND FUCKING SUCK IT      https t co1OmkcGBgXM",3
"13933",14003,815733459,"female","I know you know that I made those mistakes maybe once or twice  and by  once or twice  I mean maybe a couple of hundred times",2
"13934",14004,815733460,"female","I did try to take photos but they threatened to take my phone  it s a new building and was not designed for patients  no excuse",2
"13935",14005,815733461,"brand","Otters Are The Best And This Adorable Video Of Them Getting Presents Proves It https t coJbBOgB08pa https t cof7MZPQ6BJ4",1
"13936",14006,815733462,"female","and shit thats sucks not your word dont say  https t coHVWVXzfXHh",2
"13937",14007,815733463,"male","Not mad on it Pablito  What are your thoughts wise sir you absolute gent and scholar",3
"13938",14008,815733464,"brand","well I don t know about that  But I do agree Hillary and obama are some of the most evil people on the planet",1
"13939",14009,815733465,"female","the night me and Ty was trying to find her some ice and I was getting about with no shoes an got glass in my foot",2
"13940",14010,815733466,"female","live and let die",2
"13941",14011,815733467,"female","Be Your Own Boss   Start a Fun and Flexible Work at Home Transcription  Career  https t coNlgwVF1MPg  Moms  Jobs https t coqQgscjJ40q",2
"13942",14012,815733468,"brand","UQM Shorty Wants to Play With the FIRE Shorty going to get BURNED as we go Higher Higher and Higher",1
"13943",14013,815733469,"brand","Our Monday Motivation comes  from our one and only stunning amabassador  and her    https t coN6fMPCFZ1q",1
"13944",14014,815733470,"male","Yeah it did but nothing can keep down the Jak Life for long lol I will toke up and feel like I am on cloud 9 once again",3
"13945",14015,815733471,"male","Inking Writhe and Shine  349  https t cojYW7GQ6kD3 via",3
"13946",14016,815733472,"female","Season 1  when Rick is stuck in the tank and Glenn helps him out  If it wasn t for Glenn   Would Rick have survived",2
"13947",14017,815733473,"male","Love is a gamble and I ain t dealing with no broke niggas",3
"13948",14018,815733474,"brand","It s been a very nice October and hard to believe November is almost here  Here are some tips from Nick s blog on    https t coja0F4oVtid",1
"13949",14019,815733475,"male","My dad trashed my computer and destroyed my desk",3
"13950",14020,815733476,"female","And here I am sitting in a therapist office waiting  Fml  I m so fucking sick",2
"13951",14021,815733477,"male","Cock the Maggie and done these  sissy wolves",3
"13952",14022,815733478,"brand","Missing black and white fluffy  cat     SE  London UK   https t coChEmAcna72",1
"13953",14023,815733479,"female","I remember getting into FB fights abt how  judgemental  I was and  how I didn t have all the facts  and  CBC is bad  https t coC9s1shFizf",2
"13954",14024,815733480,"brand","I Just Voted for  for  ArtistOfTheYear Go Here https t coyH0fQuxcG9 and Vote for your favorite    AMAs  OneDirection",1
"13955",14025,815733481,"brand","Girl Who Was Raped And Pregnant At 12 By Her Brother Looks Back At What She s Overcome https t coqV7mZgiYte",1
"13956",14026,815733482,"male","Happy 3 Years to me  And many more to come   lovemyjob  opendns  cisco https t coGFRAc3kSjF",3
"13957",14027,815733483,"female","Christ  Junior nearly set your shirt on fire   And there s a larger bloke in front of me who was petrified of getting picked",2
"13958",14028,815733484,"male","Waiting for U2 at  The02 with   and  https t coYhIoDlMSQ6",3
"13959",14029,815733485,"male","he has less of a grasp on the global game than most English football media and they are the worst",3
"13960",14030,815733486,"female","My dad used to go to warped with me and I just found his written schedule from one of the years he went",2
"13961",14031,815733487,"male","If chance the rapper bring out mick jenkins and vic fir voodoo and perform Crossroads  my life will be complete",3
"13962",14032,815733488,"brand","LENOX High Relief Creamy White Luxury Woman CAMEO Pendant Brooch and Earrings https t coVvHUF3AUsk https t coKqfdwEwhwE",1
"13963",14033,815733489,"female","It s true   totally bragged  And she s super awesome  I blame the cumulative power of awesome for it",2
"13964",14034,815733490,"brand","will host a free workshop  Self Care and Compassion  on Oct 28  Find details and registration at https t coWFJ96JhAyS",1
"13965",14035,815733491,"brand","you have such a kind heart  It s so rare to find people out there like you and it s so nice to see that you care",1
"13966",14036,815733492,"male","When men were men Hunty  And pansies grew in the garden",3
"13967",14037,815733493,"male","and will this stop anyone from eating it   I didn t think so  baconordeath",3
"13968",14038,815733494,"female","MUKE IS REAL AND BETTER THAN LARRY    https t coaVeNr7uesW",2
"13969",14039,815733495,"female","Party at me and Nicole s house since she won t be here",2
"13970",14040,815733496,"brand","Hazrath Imam Mahdi  the Promised  May Allah bless him and give him peace  is narrated to have been travelng when    https t coHXaBG8Hcbm",1
"13971",14041,815733497,"female","school got me all depressed and shit",2
"13972",14042,815733498,"female","Photo and caption don t match  Fuck outta here  https t comcJqXOWGcZ",2
"13973",14043,815733499,"female","when the police radar in my car goes off so i purposely go the speed limit then someone gets mad and goes around me then gets pulled over",2
"13974",14044,815733500,"male","I agree 100 percent  Browns are 2 5 and need to play these guys  They are losing anyways",3
"13975",14045,815733501,"male","If God can fix all Nigerian headaches  are Nigerians prepared enough for God to fix Nigeria and Nigerian catastrophies",3
"13976",14047,815733503,"male","wealth and influence do strange things to people",3
"13977",14048,815733504,"brand","Too be honest  I love jarnbjorn and Mjolnir equally  They are both amazing weapons",1
"13978",14049,815733505,"male","depends on how many new devices you addedchanged  most of my weird costs were w upgrading phone and new ipad",3
"13979",14050,815733506,"female","get some tissue paper cut them up and tape them to your clothes  bam pi ata costume",2
"13980",14051,815733507,"brand","Alesia Bock of  comments in support of animal welfare and food safety  NOSB https t coFvCTeYtQ8F",1
"13981",14052,815733508,"male","I stand by it  He and Paulo are basically the same player  Paulo has more pop",3
"13982",14053,815733509,"male","FWIW  is predicting the Chiefs finish 7 9  but only have a  gt 50  chance to lose 2 games   at Den and at BAL",3
"13983",14054,815733510,"male","it is always easier to give priority to    strategy  structure and process  rather than the long game of focusing on people    Ahmed Sidky",3
"13984",14055,815733511,"female","I played the Sandy Caps mini game in Paradise Island 2  and my score was  441  GameInsight  ParadiseIsland2",2
"13985",14056,815733512,"female","How much you know about soda on the silver screen  See if you can get this trivia right  https t co4PGoalcNLr  SilverScreenTrivia",2
"13986",14057,815733513,"brand","Scattered showers are pushing through the CSRA  and they will become more numerous tonight  https t coIsw63nWlvz",1
"13987",14058,815733514,"female","Jones  Motto  Friends come and go  but enemies accumulate",2
"13988",14059,815733515,"female","I get the sudden urge to chop off my hair and dye it black and get a bunch of tattoos           yeahright",2
"13989",14060,815733516,"male","Business and Pleasure             lorita regina   BernieAndDuff    TrinidadCigars https t conhDEGzVzem",3
"13991",14062,815733518,"male","Dear Kate  In Honour of our Military Veterans  amp  their Families  ABC TV Host Spencer Christian and I are producing a new Music",3
"13992",14063,815733519,"brand","damn 1 hour and 9 mins this would be super awesome",1
"13993",14064,815733520,"female","remove and add me back in MY inbox please  it won t let me seetype anything",2
"13994",14065,815733521,"female","and you drag me with you",2
"13995",14066,815733522,"female","I m just waiting for my queen bommie to come back home  I love her voice and wish that she would adopt new singing techniques for her health",2
"13996",14067,815733523,"male","he looked away blushing  I wanted you to spoil me and cling and all that stuff    you don t treat me like that anymore",3
"13997",14068,815733524,"male","FUCK YOU  killed glen and probably Rick",3
"13999",14070,815733526,"female","this girl needs to sit down and have respect for herself",2
"14000",14071,815733527,"male","first and last words to Rick 1x01  6x03  TWD  TheWalkingDead https t co0IxLWIIbjo",3
"14001",14072,815733528,"male","Fuck cuffin season  Imma find me a chick with at least 3 kids and in school and cuff her in January for tax season",3
"14002",14073,815733529,"male","Lots of discussion about data science  social  and weather data at  Insight2015    can help with all of these",3
"14003",14074,815733531,"female","I cracked my phone and also my heart",2
"14004",14075,815733532,"male","I was of dentist and the dark",3
"14007",14078,815733535,"male","we got added into a gc and u intimidated me but i wanted to be ur mutual so bad  https t coPjbYQlX0Yj",3
"14008",14079,815733536,"male","In a work meeting and my table neighbor is doodling  High school is always",3
"14009",14080,815733537,"male","And I ll be there and bringing some friends",3
"14010",14081,815733538,"female","maybe i should be more like her maybe i should be more like her i can taste her lipstick it s like i m kissing her too and she s perfect",2
"14011",14082,815733539,"female","left me questioning if the sun was really yellow and if the sky was really blue like wtf",2
"14012",14083,815733540,"male","Stats for the day have arrived  4 new followers and 3 unfollowers via https t codursTRbleq",3
"14013",14084,815733541,"female","same for me  But I got to be on the show and it was still a blast",2
"14014",14085,815733542,"brand","And we will be available should you need to talk  freephone 116 123 https t coqTqoL9kYMg",1
"14015",14086,815733543,"female","maybe i know somewhere deep in my soul that love never lasts  and we ve got to find other ways to make it alone or keep a straight face",2
"14017",14088,815733545,"male","There s A Huge Problem With  Halo 5  Reviews  And Only One Way To Solve It https t cotLFosVpEgw  ROIMentor  yycwalks",3
"14018",14089,815733546,"female","Enter  win  Book and Plush Pup set  1117  Giveaway  shelterdog  givingback  donate  dog https t coQbKlCZUl0b",2
"14019",14090,815733547,"female","It s National Sleep In Day and Duke s taking advantage  Sweet dreams  Duke  https t co42nyn62LiR",2
"14020",14091,815733548,"male","I d love to have a robe waiting in my room when I arrive at the Atlanta Airport location tonight  And maybe a cookie",3
"14021",14092,815733549,"female","nice is nice   And yes   It s been so lovely",2
"14022",14093,815733550,"brand","Girl Who Was Raped And Pregnant At 12 By Her Brother Looks Back At What She s Overcome https t copdO0FtIE27",1
"14023",14094,815733551,"male","There will be a new Bit Of A Chat tonight  And some nifty guests are coming up  Oh  and I launched a Patreon  https t coQilttJBVTW",3
"14024",14095,815733552,"female","If you   Hold me now And leave me never  Say you ll stay with me forever   Then I  I surrender     cashcash",2
"14025",14096,815733553,"brand","Global Psychiatry Partnering 2010 2015  Deal trends  players and financials https t coJcgyPF3lEM",1
"14026",14097,815733554,"female","the group of actual lads who were crying and singing DO DO DO DO DO DO DOO DO at the beginning of Jesus Christ",2
"14027",14098,815733555,"male","My Z3 found  eating too much and feeling full  having food delivered to my house  learning something new  finding old memories  5things",3
"14028",14099,815733556,"brand","Alliedeep  amp  Mash Alliedeep amp Mash ft stephan and Desray 25 plays25 4 43 https t coorXscj2TzK",1
"14029",14100,815733557,"female","I am a therapist   Pay for consultation fee and you got urself one     https t co8ujLzxJAAe",2
"14030",14101,815733558,"male","Sunday photo shoot with  and nataliemhayes   New York  New York https t coa6R4rp8PJA",3
"14031",14102,815733559,"male","I said this once and I m saying it again",3
"14032",14103,815733560,"male","Spray your way to nutrition health with Keith and Wanda  https t coWx6FV7odNW",3
"14033",14104,815733561,"male","I be U17   Baba u don old sef  go and marry    Who remembers Orits Wiliki",3
"14034",14105,815733562,"brand","Could you e mail us 3CountThursday com with a little background on yourself and career for show prep    Thanks",1
"14035",14106,815733563,"female","aggy stay strong my love  You deserve the whole world and I hope you find someone willing to give it to you mami",2
"14036",14107,815733564,"male","I want to do the exact same thing  I ve been chasing this dream for so long and nothing has gone my way   help pls",3
"14038",14109,815733566,"male","Cole Whittle is so full of personality and he is just an all around cool guy  or at least I m pretty positive he is  https t colUfAc7jXWo",3
"14039",14110,815733567,"brand","This Saturday October 31st come and celebrate  Halloween at  We will have a costume contest and more  https t coVR5LNio7F9",1
"14040",14111,815733568,"male","nice and",3
"14041",14112,815733569,"female","My heart feels fuzzy and shouldn t    But it also doesn t know what it wants    Or when it s gonna decide  This is T O U G H",2
"14042",14113,815733570,"female","Forever obsessed with   s and  s relationship   RelationshipGoals",2
"14043",14114,815733571,"female","I can already tell that my wallet and anxiety are not going to cooperate with tonight s plans",2
"14044",14115,815733572,"female","I would love a man who told me he doesnt mind whether i shave or not  Would save alot of time and effort",2
"14046",14117,815733574,"female","HEY GUYS SENIOR NIGHT TONIGHT   7     be there and support your fav soccer team     https t cocNweOVz9bi",2
"14048",14119,815733576,"male","You and your smile is precious",3
"14049",14120,815733577,"brand","beautiful and very nice ink",1
"14050",14121,815733578,"female","It s all fun and games until a wanna be  side bitch  gets killed",2
"14051",14122,815733579,"male","I m the kind of person that gets all sad and depressed when the rain and fog leaves and the sun comes out",3
"14052",14123,815733580,"male","https t coknpvMwlW7U in other news please enjoy parts 9 and 10 of our MGS3 playthrough  theyre really good  especially part 10",3
"14053",14124,815733581,"male","Me and Ace made it Word",3
"14054",14125,815733582,"brand","Jim Harbaugh says Michigan splits bye week practice 5050 between preparing for Minnesota and individual improvement work",1
"14055",14126,815733583,"male","For Muslim Husbands  An inspirational and emotional read   https t co5vfOrQo1sJ",3
"14056",14127,815733584,"brand","Back to pants weather in NY  It is getting colder  Currently it s 57F and Fair",1
"14057",14128,815733585,"female","I know and I started on it Friday night after the game",2
"14058",14129,815733586,"brand","Girl Who Was Raped And Pregnant At 12 By Her Brother Looks Back At What She s Overcome https t cofvJLGedErT",1
"14059",14130,815733587,"female","Running together for customer engagement  Apple Watch and Nike   https t coWGuZhCtvze",2
"14060",14131,815733588,"male","4 star DE Carlo Kemp could decide between  NotreDame and  Michigan    any day now    via   https t co29bK8GQlgx",3
"14061",14132,815733589,"female","freak out and get doubts  My first son did get circumcised and perfectly fine and healthy  I m just scared about the procedure",2
"14062",14133,815733590,"female","Either I m just high or everybody looks like some shit from Monsters Inc or Men and Black",2
"14063",14134,815733591,"female","one year ago today  my favorite person called me cute and I m still not over it  https t coyx9UymrKRi",2
"14064",14135,815733592,"female","I just whipped the mustang for the first time and lemme tell ya   it was not that bad",2
"14065",14136,815733593,"brand","Blackheath  specialty coffee and a seasonal food menu  https t co9CQhpk6WEf Written by  https t coUi4jX72IYl",1
"14066",14137,815733594,"brand","serious bag of chilli and hops on that there chess table",1
"14067",14138,815733595,"brand","thank you for being so genuine and an incredible human  You re so selfless and humble  would you mind following me      108 643",1
"14068",14139,815733596,"female","I m guessing SBFC and WNY will lose two players and that BOS and HOU may not lose any",2
"14069",14140,815733597,"female","YES  And you just want to sink into the earth and bury yourself alive right then and there   https t cosKCotYpWU5",2
"14070",14141,815733598,"male","there are  Good job no drivers ever flout the laws  and never with fatal consequences",3
"14071",14142,815733599,"male","Defeat writer s block in this video game and you ll do it in reality too  https t colk3dwrOq0Y     https t coJDITOUCvaL",3
"14072",14143,815733600,"male","truee  I would say we would have a chance if we were 5 1 but 3 3 and a tough schedule ahead isn t gonna equal playoffs",3
"14073",14144,815733601,"male","IHonkedAtYouBecause your skirt blew up lol  and I was hoping the air from the horn kept it up some more lololol",3
"14074",14145,815733602,"female","I m so sick and tired of the media trying to bring you down   Donald Trump you have my vote",2
"14075",14146,815733603,"brand","Unlimited Web Hosting at https t coMC03xHSgO6 and Internet Marketing Tools  Hosting  Marketing  Affiliate",1
"14076",14147,815733604,"brand","Theres An Awfull bug  When theres more than 2 Players on THE PS VITAPSVITATV The Players are invisible and seem to duplicate",1
"14077",14148,815733605,"male","We re keeping the chickens for eggs and meat though",3
"14078",14149,815733606,"brand","I just want to say that I have the best and most supportive family and friends I could ever hope for   I love all    https t corbQLKj3SSP",1
"14079",14150,815733607,"male","Hey  your a cutie and I always see you talking that fly shit  Where you from",3
"14080",14151,815733608,"male","I m guessing you think Mossad are behind Isis and 911",3
"14081",14152,815733609,"male","Swansea City pub talk  Gylfi Sigurdsson  s back  tunnel bust up and why Swans must drive forward after comical week https t coPWyQMGP1se",3
"14082",14153,815733610,"female","the school called my mom and they found it in the bathroom      we know who it was",2
"14083",14154,815733611,"male","Lemme find a classy female  I can t deal with girls that party and drink every night",3
"14084",14155,815733612,"male","I ve had no trouble so far   obviously not as good as having a cad workstation   but I can run solidworks fine  and composer",3
"14085",14156,815733613,"male","he sent a tweet  said guns a blazing and got fired up on the side lines  Get over it  find a real story",3
"14086",14157,815733614,"female","14 little blank canvases  Hurry up and cool off                    Halloween  cookies  boo  wilton    https t coLW4VjGPja8",2
"14087",14158,815733615,"male","Staff sergeant walks out of the room to print things for me to sign and one of the sergeants looks at me to say  Help me  in a hushed tone",3
"14088",14159,815733616,"male","leans back and puts his hands behind his head  Supersoldiers  I like the sound of that",3
"14089",14160,815733617,"female","The positivity of     and  get me through each day",2
"14090",14161,815733618,"brand","We did morning work and at the end of the day we did Pumpkinology  Only one of our pumpkins had less than 500 seeds in it   TES  PM",1
"14091",14162,815733619,"female","Right after we met 5sos  Sadie Ella and I saw john legend getting into a car and before that I saw the kid from jessie",2
"14092",14163,815733620,"female","And possibly an update to play old school games  u  please be true  https t co5OIOpNcS4M",2
"14093",14164,815733621,"brand","Girl Who Was Raped And Pregnant At 12 By Her Brother Looks Back At What She s Overcome https t coZtQj7zkHwF",1
"14094",14165,815733622,"brand","LOST Grey and White  CAT   Florey  CBR  ACT 2615   https t coc8guUMGEKE PHOTO  https t cogJ0i9UHfZH",1
"14095",14166,815733623,"male","i never realized how deep this cut in my finger was but its really deep and it still burns",3
"14096",14167,815733624,"female","Howw muchh I loveee you and I miss u and howww muchhh I am extremely happy to see you here I ve said before you r strong enough",2
"14097",14168,815733625,"female","Fired by mum and dad  makes me feel like I have my shit together",2
"14098",14169,815733626,"male","Nice  Apparently  responded to my tweets and email with a phone call to the bride  I guess I am in trouble now",3
"14099",14170,815733627,"male","sangria and NPR  cheers to our miserable futures",3
"14100",14171,815733628,"female","Listening to  and  tell the  Reg A  testing the water story    gccb2015 https t coJ7hkUdMFxZ",2
"14101",14172,815733629,"female","yeah i do  thanks doc",2
"14102",14173,815733630,"male","And we all have the right to express ourselves freely",3
"14104",14175,815733632,"male","Like mike and space Jam were my childhood",3
"14105",14176,815733633,"male","My costume came and it s dope",3
"14106",14177,815733634,"female","Because I know you re always missing me  and I guess sometimes I miss you too bro     https t cocfvnV0NO1V",2
"14107",14178,815733635,"brand","Engineers Update   Engine News and a Colour change    https t coy2x1COb75c",1
"14108",14179,815733636,"female","dozens of people followed me and dozens of people unfollowed me  automatically checked by https t coogkMqMH2qr",2
"14109",14180,815733637,"brand","half the people on here  lick his ass and they have known him for like 2 weeks lmao",1
"14111",14182,815733639,"brand","Watch The First Sketch From Bob Odenkirk And David Cross  New Netflix Show https t coIgclRJ7QFM",1
"14112",14183,815733640,"female","they ll probably count it as a no show and either fire you or put you one step closer to being fired  that s how all my jobs",2
"14113",14184,815733641,"female","TAKA SAN HAD A HAIRCUT AND I AM FREAKING OUT",2
"14114",14185,815733642,"female","Your favorite car      Mustang Shelby and Mercedes G55 https t cooDpDLU158f",2
"14115",14186,815733643,"male","Smoke a bong and chill  https t colF3GXo3fT8",3
"14116",14187,815733644,"brand","yo i just threw up a tomahawk now get your lazy ass outside and catch it",1
"14117",14188,815733645,"female","Over 22 Veterans commit suicide EVERY day       Help me and this badass group of Hosts spread    https t cozXwwp1cIqm https t coblCF8KLobo",2
"14118",14189,815733646,"female","don t forget how much you re important and special  I love u",2
"14119",14190,815733647,"female","pearls and colorguard warmups are pretty much my ootd everyday https t cosOjdsw15MV",2
"14120",14191,815733648,"male","All credit for this tweet goes to  his account is just private and I couldn t retweet it",3
"14121",14192,815733649,"brand","a man flies a camera on the ground and a woman who are flying a kite",1
"14122",14193,815733650,"male","I think that Nicholas feel on top of Glenn and he got torn open then Glenn rushes into the dumpster and has a walkie talkie",3
"14123",14194,815733651,"female","We made a zip file of all of our leaked snaps and its free     https t coiDFt4GNhs5 https t co9jVh0zeD5W",2
"14124",14195,815733652,"female","promise you get medium if you actually want to contour the fair is really dumb and doesn t do anything",2
"14125",14196,815733653,"female","Studio Ghibli and chill",2
"14126",14197,815733654,"female","https t co624Za6uSBw  me and u last night",2
"14127",14198,815733655,"male","Dark Horse ditches Queen St  for 401 Richmond  Those who work and play in 401 Richmond will soon get one more     https t copjiTvIiY3Y",3
"14128",14199,815733656,"male","Barley the wonder food and fish  the nature s bounties  https t coxYtVTWTdlR",3
